Year,Date,Location,Observer,Transect,Quadrat,S.filiforme,T.testudinum,H.wrightii,Halophilastipulacae,PecentSeagrassCover,NumberShoots,NumberShootsH.stipulacae ,SubquadratSize(cmsquared),Height(mm),Height(mm)H.stipulacea,CalculatedSpeciesHeight(mm),PercentMACA,PercentEpiphytes,Grazing/Notes,
2017,12/6/17,North,"Jessica Nagel, Antonio Farchette, Martha Raymore",9,1,0,0,0,0,0,0,0,0.04,,,,,,,
2017,12/6/17,North,"Jessica Nagel, Antonio Farchette, Martha Raymore",9,2,0,0,0,0,0,0,0,0.04,,,,,,,
2017,12/6/17,North,"Jessica Nagel, Antonio Farchette, Martha Raymore",9,3,0,0,0,3,3,23,23,0.04,2,2,2,,,,
2017,12/6/17,North,"Jessica Nagel, Antonio Farchette, Martha Raymore",9,4,0,0,0,0,0,0,0,0.04,,,,,,,
2017,12/6/17,North,"Jessica Nagel, Antonio Farchette, Martha Raymore",9,5,0,0,0,0.5,0.5,0,0,0.04,1,1,1,,,,
2017,12/6/17,North,"Jessica Nagel, Antonio Farchette, Martha Raymore",9,6,0,0,0,5,5,25,25,0.04,1,1,1,,,,
2017,12/6/17,North,"Jessica Nagel, Antonio Farchette, Martha Raymore",9,7,0,0,0,0,0,0,0,0.04,,,,,,,
2017,12/6/17,North,"Jessica Nagel, Antonio Farchette, Martha Raymore",9,8,0,0,0,17,17,0,0,0.04,2,2,2,,,,
2017,12/6/17,North,"Jessica Nagel, Antonio Farchette, Martha Raymore",9,9,0,0,0,0,0,0,0,0.04,,,,,,,
2017,12/6/17,North,"Jessica Nagel, Antonio Farchette, Martha Raymore",9,10,0,0,0.5,0,0.5,0,0,0.04,13,13,13,,,,
2018,9/26/18,South,"AL, SC, JM, KS",1,1,0,0,0,80,80,26.72,26.72,0.04,51,,51,5,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"AL, SC, JM, KS",1,2,0,0,0,95,95,36,36,0.04,84,,84,2,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"AL, SC, JM, KS",1,3,0,0,0,98,98,27.52,27.52,0.04,64,,64,0,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"AL, SC, JM, KS",1,4,0,0,0,75,75,40.96,40.96,0.04,71,,71,2,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"AL, SC, JM, KS",1,5,0,0,0,95,95,35.2,35.2,0.04,135,,135,4,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"AL, SC, JM, KS",1,6,0,0,0,90,90,45.76,45.76,0.04,89,,89,0,,snail grazing,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"AL, SC, JM, KS",1,7,5,0,0,80,85,28.8,28.8,0.04,76,,76,5,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"AL, SC, JM, KS",1,8,0,0,0,85,85,27.52,27.52,0.04,59,,59,10,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"AL, SC, JM, KS",1,9,2,0,0,78,80,37.12,37.12,0.04,71,,71,20,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"AL, SC, JM, KS",1,10,15,0,0,80,95,29.12,29.12,0.04,71,,71,0,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"AL, SC, JM, KS",2,1,0,0,0,75,75,8.8,8.8,0.04,46,,46,15,,grazing ,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"AL, SC, JM, KS",2,2,0,0,0,89,89,16.48,16.48,0.04,38,,38,5,,grazing,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"AL, SC, JM, KS",2,3,2,0,0,5,7,0,0,0.04,,,,80,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"AL, SC, JM, KS",2,4,0,0,0,75,75,18.08,18.08,0.04,71,,71,25,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"AL, SC, JM, KS",2,5,0,0,0,80,80,12.48,12.48,0.04,51,,51,5,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"AL, SC, JM, KS",2,6,0,0,0,90,90,26.08,26.08,0.04,114,,114,10,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"AL, SC, JM, KS",2,7,0,0,0,80,80,23.36,23.36,0.04,30,,30,0,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"AL, SC, JM, KS",2,8,0,0,0,95,95,29.6,29.6,0.04,45,,45,0,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"AL, SC, JM, KS",2,9,0,0,0,30,30,11.2,11.2,0.04,29,,29,15,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"AL, SC, JM, KS",2,10,0,0,0,35,35,7.04,7.04,0.04,35,,35,10,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"AL, SC, JM, KS",3,1,0,0,0,85,85,17.6,17.6,0.04,51,,51,2,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"AL, SC, JM, KS",3,2,0,0,0,70,70,17.92,17.92,0.04,20,,20,3,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"AL, SC, JM, KS",3,3,0,0,0,50,50,5.6,5.6,0.04,38,,38,15,,grazing ,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"AL, SC, JM, KS",3,4,15,0,0,20,35,7.2,7.2,0.04,25,,25,1,,grazing,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"AL, SC, JM, KS",3,5,0,0,0,10,10,3.2,3.2,0.04,25,,25,20,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"AL, SC, JM, KS",3,6,0,0,0,5,5,0.32,0.32,0.04,,,,10,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"AL, SC, JM, KS",3,7,0,0,0,0,0,0,0,0.04,,,,20,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"AL, SC, JM, KS",3,8,0,0,5,5,10,0,0,0.04,,,,10,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"AL, SC, JM, KS",3,9,0,0,0,10,10,10.4,10.4,0.04,29,,29,15,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"AL, SC, JM, KS",3,10,0,0,0,0,0,0,0,0.04,,,,15,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"SM, DM, BA, JL",4,1,0,0,0,98,98,42.08,42.08,0.04,70,,70,25,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"SM, DM, BA, JL",4,2,0,0,0,95,95,35.52,35.52,0.04,68,,68,25,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"SM, DM, BA, JL",4,3,0,0,0,30,30,13.44,13.44,0.04,26,,26,5,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"SM, DM, BA, JL",4,4,0,0,0,40,40,0.64,0.64,0.04,,,,10,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"SM, DM, BA, JL",4,5,0,0,0,95,95,34.08,34.08,0.04,67,,67,35,,orange encrusting sponge?,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"SM, DM, BA, JL",4,6,0,0,0,90,90,32.96,32.96,0.04,23,,23,25,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"SM, DM, BA, JL",4,7,0,0,0,85,85,41.6,41.6,0.04,24,,24,28,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"SM, DM, BA, JL",4,8,0,0,0,90,90,29.44,29.44,0.04,41,,41,20,,snails,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"SM, DM, BA, JL",4,9,0,0,0,75,75,23.04,23.04,0.04,74,,74,35,,black rope sponge and snails,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"SM, DM, BA, JL",4,10,0,0,0,5,5,0,0,0.04,,,,0,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"SM, DM, BA, JL",5,1,0,0,0,0,0,0,0,0.04,,,,15,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"SM, DM, BA, JL",5,2,0,0,4,10,14,3.36,3.36,0.04,,,,15,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"SM, DM, BA, JL",5,3,0,0,0,80,80,24.64,24.64,0.04,49,,49,40,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"SM, DM, BA, JL",5,4,0,0,0,85,85,29.92,29.92,0.04,51,,51,20,,hawkfish,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"SM, DM, BA, JL",5,5,0,0,0,75,75,31.52,31.52,0.04,47,,47,28,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"SM, DM, BA, JL",5,6,0,0,0,65,65,19.04,19.04,0.04,32,,32,20,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"SM, DM, BA, JL",5,7,0,0,0,80,80,29.28,29.28,0.04,58,,58,15,,snails,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"SM, DM, BA, JL",5,8,0,0,0,15,15,23.36,23.36,0.04,49,,49,10,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"SM, DM, BA, JL",5,9,0,0,0,0,0,0,0,0.04,,,,0,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"SM, DM, BA, JL",5,10,0,0,0,0,0,0,0,0.04,,,,0,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"SM, DM, BA, JL",6,1,0,0,0,0,0,0,0,0.04,,,,0,,0/brown cyano,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"SM, DM, BA, JL",6,2,0,0,0,2,2,0,0,0.04,,,,0,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"SM, DM, BA, JL",6,3,0,0,0,0,0,0,0,0.04,,,,0,,0/hermit crab/taller cyanos,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"SM, DM, BA, JL",6,4,0,0,0,0,0,0,0,0.04,,,,0,,0/tall cyanos,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"SM, DM, BA, JL",6,5,0,0,0,0,0,0,0,0.04,,,,0,,0/tall cyanos,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"SM, DM, BA, JL",6,6,0,0,0,0,0,0,0,0.04,,,,0,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"SM, DM, BA, JL",6,7,0,0,0,0,0,0,0,0.04,,,,0,,0/tall cyanos,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"SM, DM, BA, JL",6,8,0,0,0,0,0,0,0,0.04,,,,0,,0/crab carapace,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"SM, DM, BA, JL",6,9,0,0,1,0,1,0,0,0.04,,,,0,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"SM, DM, BA, JL",6,10,0,0,0,0,0,0,0,0.04,,,,0,,0,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"CG, NH, SL, OD",7,1,0,0,0,0.5,0.5,4.64,4.64,0.04,30,,30,4,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"CG, NH, SL, OD",7,2,0,0,0,100,100,18.4,18.4,0.04,90,,90,0.5,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"CG, NH, SL, OD",7,3,0,0,0,100,100,16.48,16.48,0.04,50,,50,95,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"CG, NH, SL, OD",7,4,0,0,0,100,100,24.96,24.96,0.04,50,,50,100,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"CG, NH, SL, OD",7,5,0,0,0,90,90,12.96,12.96,0.04,55,,55,100,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"CG, NH, SL, OD",7,6,0,0,0,95,95,42.88,42.88,0.04,45,,45,90,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"CG, NH, SL, OD",7,7,0,0,0,90,90,33.28,33.28,0.04,40,,40,95,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"CG, NH, SL, OD",7,8,0,0,0,95,95,26.56,26.56,0.04,35,,40,90,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"CG, NH, SL, OD",7,9,0,0,0,100,100,20.32,20.32,0.04,35,,35,95,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,South,"CG, NH, SL, OD",7,10,0,0,0,0,0,0,0,0.04,,,35,100,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"CG, NH, SL, OD",8,1,0,0,0,12,12,0,0,0.04,,,,,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"CG, NH, SL, OD",8,2,0,0,0,75,75,16,16,0.04,38,,38,0.1,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"CG, NH, SL, OD",8,3,0,0,0,85,85,16.48,16.48,0.04,47,,47,0.7,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"CG, NH, SL, OD",8,4,0,0,0,50,50,18.08,18.08,0.04,45,,45,80,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"CG, NH, SL, OD",8,5,0,0,0,25,25,17.6,17.6,0.04,52,,52,50,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"CG, NH, SL, OD",8,6,0,0,0,75,75,20.32,20.32,0.04,30,,30,25,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"CG, NH, SL, OD",8,7,0,0,0,5,5,3.36,3.36,0.04,28,,28,75,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"CG, NH, SL, OD",8,8,0,0,0,1,1,5.28,5.28,0.04,28,,28,5,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"CG, NH, SL, OD",8,9,0,0,0,0,0,0,0,0.04,,,,0.1,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,Central,"CG, NH, SL, OD",8,10,0,0,0,5,5,24.8,24.8,0.04,38,,38,9,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"CG, NH, SL, OD",9,1,0,0,0,1,1,4.32,4.32,0.04,70,,0,0,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"CG, NH, SL, OD",9,2,0,0,0,80,80,20.32,20.32,0.04,35,,35,1,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"CG, NH, SL, OD",9,3,0,0,0,70,70,19.36,19.36,0.04,30,,30,75,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"CG, NH, SL, OD",9,4,0,0,0,70,70,11.04,11.04,0.04,50,,50,60,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"CG, NH, SL, OD",9,5,0,0,0,80,80,14.88,14.88,0.04,120,,120,70,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"CG, NH, SL, OD",9,6,0,0,0,80,80,8.96,8.96,0.04,45,,45,75,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"CG, NH, SL, OD",9,7,0,0,0,40,40,5.12,5.12,0.04,30,,30,70,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"CG, NH, SL, OD",9,8,0,0,0,45,45,17.6,17.6,0.04,33,,33,50,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"CG, NH, SL, OD",9,9,0,0,0,70,70,25.28,25.28,0.04,28,,28,40,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2018,9/26/18,North,"CG, NH, SL, OD",9,10,0,0,0,60,60,20.48,20.48,0.04,38,,38,50,,,Note: Original shoot count was from an area of 0.25 m^2 and recalculated to 0.04
2019,10/2/19,South,"KC,SC, MM, DO",1,3,0,0,0,50,50,23,23,0.04,121,121,121,1,,No grazing,
2019,10/2/19,South,"KC,SC, MM, DO",1,4,10,0,0,10,20,27,9,0.04,80,88,88,0,,No grazing,
2019,10/2/19,South,"KC,SC, MM, DO",1,5,2,0,0,60,62,44,23,0.04,145,70,145,0,,No grazing,
2019,10/2/19,South,"KC,SC, MM, DO",1,6,1,0,0,60,61,16,8,0.04,56,50,56,0,,No grazing,
2019,10/2/19,South,"KC,SC, MM, DO",1,7,3,0,0,15,18,41,8,0.04,94,53,94,0,,Sf grazed alot,
2019,10/2/19,South,"KC,SC, MM, DO",1,8,7,0,0,65,72,30,11,0.04,116,60,116,0,,Some Sf grazing,
2019,10/2/19,South,"KC,SC, MM, DO",1,9,0,0,0,80,80,11,11,0.04,67,67,67,0,,No grazing,
2019,10/2/19,South,"KC,SC, MM, DO",1,10,0,0,0,80,80,19,19,0.04,77,77,77,0,,No grazing,
2019,10/2/19,Middle,"KC,SC, MM, DO",2,1,2,0,0,30,32,31,16,0.04,150,82,150,0,,No grazing,
2019,10/2/19,Middle,"KC,SC, MM, DO",2,2,2,0,0,40,42,36,13,0.04,170,68,170,0,,No grazing,
2019,10/2/19,Middle,"KC,SC, MM, DO",2,3,1,0,0,70,71,19,15,0.04,147,86,147,0,,Sf grazed ,
2019,10/2/19,Middle,"KC,SC, MM, DO",2,4,0,0,0,2,2,5,5,0.04,64,64,64,0,,Under boat mostly sand,
2019,10/2/19,Middle,"KC,SC, MM, DO",2,5,0,0,0,85,85,19,19,0.04,133,133,133,0,,No grazing many epiphytes,
2019,10/2/19,Middle,"KC,SC, MM, DO",2,6,0,0,0,85,85,23,23,0.04,101,101,101,0,,No grazing many epiphytes,
2019,10/2/19,Middle,"KC,SC, MM, DO",2,7,0,0,0,85,85,16,16,0.04,144,144,144,0,,No grazing many epiphytes,
2019,10/2/19,Middle,"KC,SC, MM, DO",2,8,0,0,0,85,85,11,11,0.04,79,79,79,0,,No grazing many epiphytes,
2019,10/2/19,Middle,"KC,SC, MM, DO",2,9,0,0,0,65,65,16,16,0.04,64,64,64,0,,No grazing,
2019,10/2/19,Middle,"KC,SC, MM, DO",2,10,0,0,0,80,80,14,14,0.04,60,60,60,0,,No grazing,
2019,10/2/19,North,"KC,SC, MM, DO",3,1,0,0,2,5,7,4,4,0.04,5.6,56,56,0,,No grazing many epiphytes,
2019,10/2/19,North,"KC,SC, MM, DO",3,2,0,0,2,25,27,18,6,0.04,211,37,21.1,0,,no grazing,
2019,10/2/19,North,"KC,SC, MM, DO",3,3,0,0,5,5,10,34,31,0.04,130,30,13,0,,"mostly sand, some grazing",
2019,10/2/19,North,"KC,SC, MM, DO",3,4,0,0,15,15,30,23,17,0.04,140,35,14,0,,grazing,
2019,10/2/19,North,"KC,SC, MM, DO",3,5,0,0,5,20,25,25,17,0.04,134,42,13.4,0,,some grazing,
2019,10/2/19,North,"KC,SC, MM, DO",3,6,0,0,3,25,28,9,9,0.04,52,52,5.2,1,,,
2019,10/2/19,North,"KC,SC, MM, DO",3,7,1,0,3,20,24,13,6,0.04,103,41,6.2,1,,some grazing,
2019,10/2/19,North,"KC,SC, MM, DO",3,8,0,0,1,0,1,0,0,0.04,,,,0,,sand,
2019,10/2/19,North,"KC,SC, MM, DO",3,9,1,0,1,20,22,7,5,0.04,171,51,17.1,0,,,
2019,10/2/19,North,"KC,SC, MM, DO",3,10,0,0,1,35,36,20,9,0.04,203,53,20.3,1,,,
2019,10/2/19,North,"MC, AL",9,1,0,0,0,70,70,27,27,0.04,34,34,34,0,,,
2019,10/2/19,North,"MC, AL",9,2,0,0,0,25,25,14,14,0.04,44,44,44,0,,,
2019,10/2/19,North,"MC, AL",9,3,0,0,0,40,40,18,18,0.04,36,36,54,0,,,
2019,10/2/19,North,"MC, AL",9,4,0,0,5,15,20,8,9,0.04,54,54,,0,,,
2019,10/2/19,North,"MC, AL",9,5,0,0,5,20,25,13,13,0.04,39,39,,0,,,
2019,10/2/19,North,"KC,SC, MM, DO",9,6,0,0,2,3,5,11,11,0.04,54,54,5.4,0,,mostly sand,
2019,10/2/19,North,"KC,SC, MM, DO",9,7,0,0,2,5,7,12,11,0.04,169,23,16.9,0,,,
2019,10/2/19,North,"KC,SC, MM, DO",9,8,0,0,5,30,35,32,21,0.04,206,43,20.6,0,,,
2019,10/2/19,North,"KC,SC, MM, DO",9,9,1,0,5,1,7,39,39,0.04,54,54,5.4,0,,mostly sand,
2019,10/2/19,North,"KC,SC, MM, DO",9,10,0,0,1,1,2,0,0,0.04,,,,0,,mostly sand,
2019,10/2/19,South,"KB, AS, SH",4,1,0,0,0,90,90,27,27,0.04,42,42,42,0,,,
2019,10/2/19,South,"KB, AS, SH",4,2,0,0,0,80,80,28,28,0.04,46,46,46,0,,,
2019,10/2/19,South,"KB, AS, SH",4,3,0,0,0,75,75,27,27,0.04,30,30,30,0,,,
2019,10/2/19,South,"KB, AS, SH",4,4,0,0,0,90,90,32,32,0.04,40,40,40,0,,,
2019,10/2/19,South,"KB, AS, SH",4,5,0,0,0,96,96,49,49,0.04,45,45,45,0,,fireworm,
2019,10/2/19,South,"KB, AS, SH",4,6,0,0,0,85,85,37,37,0.04,38,38,38,0,,snail,
2019,10/2/19,South,"KB, AS, SH",4,7,0,0,0,75,75,23,23,0.04,47,47,47,0,,snail,
2019,10/2/19,South,"KB, AS, SH",4,8,0,0,0,90,90,51,51,0.04,32,32,32,0,,rope/line crossed the quadrat,
2019,10/2/19,South,"KB, AS, SH",4,9,0,0,0,75,75,28,28,0.04,30,30,30,0,,,
2019,10/2/19,South,"KB, AS, SH",4,10,0,0,0,85,85,44,44,0.04,40,40,40,1,,,
2019,10/2/19,Central,"KB, AS, SH",5,1,0,0,0,75,75,23,23,0.04,46,46,46,0,,"turtle grazing? snail, fireworm",
2019,10/2/19,Central,"KB, AS, SH",5,2,0,0,0,90,90,32,32,0.04,44,44,44,0,,,
2019,10/2/19,Central,"KB, AS, SH",5,3,0,0,0,55,55,18,18,0.04,36,36,36,0,,large cluster of snails 20+,
2019,10/2/19,Central,"KB, AS, SH",5,4,0,0,0,75,75,37,37,0.04,39,39,39,0,,snail,
2019,10/2/19,Central,"KB, AS, SH",5,5,0,0,0,90,90,44,44,0.04,46,46,46,0,,,
2019,10/2/19,Central,"KB, AS, SH",5,6,0,0,0,95,95,46,46,0.04,45,45,45,0,,snails,
2019,10/2/19,Central,"KB, AS, SH",5,7,0,0,0,70,70,34,34,0.04,44,44,44,0,,snails (5+),
2019,10/2/19,Central,"KB, AS, SH",5,8,0,0,0,70,70,30,30,0.04,34,34,34,0,,snail,
2019,10/2/19,Central,"KB, AS, SH",5,9,0,0,0,80,80,50,50,0.04,45,45,45,0,,"snail, large clam",
2019,10/2/19,Central,"KB, AS, SH",5,10,0,0,0,95,95,23,23,0.04,53,53,53,0,,"snails (5+), bites prevalent",
2019,10/2/19,South,"MC, AL",6,1,0,0,0,80,80,27,27,0.04,55,55,55,1,,,
2019,10/2/19,South,"MC, AL",6,2,0,0,0,65,65,34,34,0.04,40,40,40,1,,fireworms present,
2019,10/2/19,South,"MC, AL",6,3,0,0,0,70,70,33,33,0.04,49,49,49,0,,,
2019,10/2/19,South,"MC, AL",6,4,0,0,0,65,65,28,28,0.04,71,71,71,0,,,
2019,10/2/19,South,"MC, AL",6,5,0,0,20,70,90,26,26,0.04,62,62,,0,,,
2019,10/2/19,South,"MC, AL",6,6,0,0,15,70,85,36,36,0.04,49,49,,0,,,
2019,10/2/19,South,"MC, AL",6,7,0,0,15,60,75,36,36,0.04,87,87,,0,,,
2019,10/2/19,South,"MC, AL",6,8,0,0,15,65,80,34,34,0.04,53,53,,0,,,
2019,10/2/19,South,"MC, AL",6,9,0,0,10,65,75,39,39,0.04,62,62,,0,,,
2019,10/2/19,South,"MC, AL",6,10,0,0,10,70,80,34,34,0.04,55,55,,0,,,
2019,10/2/19,Central,"MC, AL",7,1,0,0,0,85,85,46,46,0.04,53,53,53,5,,,
2019,10/2/19,Central,"MC, AL",7,2,0,0,0,80,80,40,40,0.04,53,53,53,1,,,
2019,10/2/19,Central,"MC, AL",7,3,0,0,0,75,75,32,32,0.04,51,51,51,1,,,
2019,10/2/19,Central,"MC, AL",7,4,0,0,0,75,75,38,38,0.04,47,47,47,0,,,
2019,10/2/19,Central,"MC, AL",7,5,0,0,0,50,50,27,27,0.04,44,44,44,0,,,
2019,10/2/19,Central,"MC, AL",7,6,0,0,0,50,50,24,24,0.04,56,56,56,0,,,
2019,10/2/19,Central,"MC, AL",7,7,0,0,0,55,55,31,31,0.04,60,60,60,0,,,
2019,10/2/19,Central,"MC, AL",7,8,0,0,0,30,30,17,17,0.04,31,31,31,0,,,
2019,10/2/09,Central,"MC, AL",7,9,0,0,0,10,10,14,14,0.04,27,27,27,0,,,
2019,10/2/19,Central,"MC, AL",7,10,0,0,0,15,15,4,4,0.04,34,34,34,0,,,
2019,10/2/19,North,"MC, AL",8,1,0,0,0,60,60,14,14,0.04,30,30,30,0,,,
2019,10/2/19,North,"MC, AL",8,2,0,0,0,65,65,22,22,0.04,42,42,42,0,,,
2019,10/2/19,North,"MC, AL",8,3,0,0,0,85,85,37,37,0.04,57,57,57,0,,,
2019,10/2/19,North,"MC, AL",8,4,0,0,0,70,70,34,34,0.04,51,51,51,0,,,
