"","Common.Names","Date","Site_Number","Depth_Bin","Fish_Number","Size","Observer","data.entry.questions","Common_Names","X","Size_Bins","Scientific.Names","Family"
"651","Masked Goby","2/25/23",21,"Deep",674,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"652","Masked Goby","2/16/23",5,"Intermediate",199,"<2","Stef","","",NA,"","Coryphopterus personatus","Gobiidae"
"653","Masked Goby","2/25/23",21,"Deep",679,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"654","Masked Goby","2/25/23",21,"Deep",680,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"655","Masked Goby","2/26/23",22,"Deep",818,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"656","Masked Goby","2/24/23",17,"Deep",1112,"3-4cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"657","Masked Goby","2/16/23",5,"Intermediate",198,"<2","Stef","","",NA,"202","Coryphopterus personatus","Gobiidae"
"658","Masked Goby","2/25/23",19,"Intermediate",630,"<2","Kianna","","",NA,"","Coryphopterus personatus","Gobiidae"
"659","Masked Goby","2/16/23",7,"Deep",1136,"2-3cm","Darian","","",NA,"","Coryphopterus personatus","Gobiidae"
"660","Masked Goby","2/18/23",12,"Deep",1218,"<2","Greg","","",NA,"","Coryphopterus personatus","Gobiidae"
"661","Masked Goby","2/21/23",14,"Intermediate",303,"<2","Kianna","","",NA,"","Coryphopterus personatus","Gobiidae"
"662","Masked Goby","2/16/23",5,"Deep",354,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"663","Masked Goby","2/25/23",24,"Deep",651,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"664","Masked Goby","2/24/23",17,"Deep",1106,"<2","Avery","","",NA,"","Coryphopterus personatus","Gobiidae"
"665","Masked Goby","2/26/23",22,"Deep",817,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"666","Masked Goby","2/25/23",21,"Deep",683,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"667","Masked Goby","2/26/23",22,"Deep",815,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"668","Masked Goby","2/16/23",7,"Deep",1138,"2-3cm","Darian","","",NA,"","Coryphopterus personatus","Gobiidae"
"669","Masked Goby","2/24/23",16,"Deep",971,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"670","Masked Goby","2/25/23",21,"Deep",663,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"671","Masked Goby","2/24/23",16,"Deep",969,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"672","Masked Goby","2/24/23",15,"Shallow",943,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"673","Masked Goby","2/24/23",16,"Deep",967,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"674","Masked Goby","2/21/23",12,"Shallow",1374,"2-3cm","Madi","","",NA,"","Coryphopterus personatus","Gobiidae"
"675","Masked Goby","2/16/23",6,"Intermediate",205,"<2","Madi","","",NA,"","Coryphopterus personatus","Gobiidae"
"676","Masked Goby","2/24/23",15,"Deep",514,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"677","Masked Goby","2/21/23",14,"Deep",1298,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"678","Masked Goby","2/24/23",15,"Shallow",942,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"679","Masked Goby","2/26/23",22,"Deep",816,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"680","Masked Goby","2/24/23",15,"Deep",518,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"681","Masked Goby","2/24/23",15,"Deep",515,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"682","Masked Goby","2/25/23",21,"Deep",682,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"683","Masked Goby","2/25/23",21,"Deep",673,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"684","Masked Goby","2/24/23",16,"Deep",970,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"685","Masked Goby","2/16/23",5,"Deep",353,"2-3cm","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"686","Masked Goby","2/16/23",4,"Intermediate",172,"<2","Sabrina","","",NA,"176","Coryphopterus personatus","Gobiidae"
"687","Masked Goby","2/16/23",7,"Deep",1137,"2-3cm","Darian","","",NA,"","Coryphopterus personatus","Gobiidae"
"688","Masked Goby","2/24/23",15,"Deep",517,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"689","Masked Goby","2/24/23",16,"Deep",968,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"690","Masked Goby","2/24/23",15,"Deep",516,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"691","Masked Goby","2/25/23",21,"Deep",662,"<2","James","","",NA,"","Coryphopterus personatus","Gobiidae"
"692","Masked Goby","2/16/23",4,"Intermediate",173,"<2","Sabrina","","",NA,"177","Coryphopterus personatus","Gobiidae"
"693","Ocean Surgeonfish","2/21/23",13,"Deep",1290,"2-3cm","James","just said ""surgeon fish""","",NA,"","Acanthurus bahianus","Acanthuridae"
"694","Ocean Surgeonfish","2/16/23",7,"Shallow",1447,"3-4cm","Stef","","",NA,"","Acanthurus bahianus","Acanthuridae"
"695","Ocean Surgeonfish","2/16/23",7,"Shallow",1444,"2-3cm","Stef","","",NA,"","Acanthurus bahianus","Acanthuridae"
"696","Ocean Surgeonfish","2/16/23",7,"Shallow",1446,"3-4cm","Stef","","",NA,"","Acanthurus bahianus","Acanthuridae"
"697","Ocean Surgeonfish","2/16/23",7,"Shallow",1448,"4-5cm","Stef","","",NA,"","Acanthurus bahianus","Acanthuridae"
"698","Ocean Surgeonfish","2/16/23",7,"Shallow",1445,"3-4cm","Stef","","",NA,"","Acanthurus bahianus","Acanthuridae"
"699","Pipefish Species","2/25/23",18,"Shallow",369,"6-10cm","Karl","","",NA,"","","Syngnathidae"
"700","Pipefish Species","2/25/23",18,"Shallow",373,"6-10cm","Nat","","",NA,"","","Syngnathidae"
"701","Pipefish Species","2/25/23",21,"Intermediate",605,"6-10cm","Karl","","",NA,"","","Syngnathidae"
"702","Princess Parrotfish","2/24/23",15,"Shallow",938,"<2","James","","",NA,"","Scarus taeniopterus","Scaridae"
"703","Princess Parrotfish","2/24/23",15,"Shallow",926,"<2","Avery","","",NA,"","Scarus taeniopterus","Scaridae"
"704","Princess Parrotfish","2/12/23",2,"Deep",4,"3-4cm","Avery","","Bicolor Damselfish",NA,"4-5cm","Scarus taeniopterus","Scaridae"
"705","Princess Parrotfish","2/24/23",15,"Shallow",925,"<2","Avery","","",NA,"","Scarus taeniopterus","Scaridae"
"706","Princess Parrotfish","2/24/23",15,"Shallow",937,"<2","James","","",NA,"","Scarus taeniopterus","Scaridae"
"707","Princess Parrotfish","2/26/23",21,"Shallow",752,"<2","Avery","","",NA,"","Scarus taeniopterus","Scaridae"
"708","Princess Parrotfish","2/24/23",15,"Shallow",928,"<2","Avery","","",NA,"","Scarus taeniopterus","Scaridae"
"709","Princess Parrotfish","2/25/23",21,"Deep",659,"2-3cm","James","","",NA,"","Scarus taeniopterus","Scaridae"
"710","Princess Parrotfish","2/26/23",21,"Shallow",753,"<2","Avery","","",NA,"","Scarus taeniopterus","Scaridae"
"711","Princess Parrotfish","2/12/23",2,"Shallow",86,"2-3cm","Madi","","Big Eyed Scad",NA,"90","Scarus taeniopterus","Scaridae"
"712","Princess Parrotfish","2/24/23",15,"Shallow",939,"2-3cm","James","","",NA,"","Scarus taeniopterus","Scaridae"
"713","Princess Parrotfish","2/16/23",7,"Intermediate",220,"2-3cm","Avery","","",NA,"","Scarus taeniopterus","Scaridae"
"714","Princess Parrotfish","2/12/23",2,"Deep",3,"3-4cm","Avery","","Beaugregory Damselfish",NA,"3-4cm","Scarus taeniopterus","Scaridae"
"715","Princess Parrotfish","2/24/23",15,"Shallow",929,"<2","Avery","","",NA,"","Scarus taeniopterus","Scaridae"
"716","Princess Parrotfish","2/26/23",21,"Shallow",751,"<2","Avery","","",NA,"","Scarus taeniopterus","Scaridae"
"717","Princess Parrotfish","2/24/23",15,"Shallow",927,"<2","Avery","","",NA,"","Scarus taeniopterus","Scaridae"
"718","Princess Parrotfish","2/26/23",22,"Shallow",805,"<2","Avery","","",NA,"","Scarus taeniopterus","Scaridae"
"719","Princess Parrotfish","2/12/23",2,"Deep",2,"3-4cm","Avery","","Bandtail Puffer",NA,"2-3cm","Scarus taeniopterus","Scaridae"
"720","Princess Parrotfish","2/16/23",7,"Intermediate",219,"<2","Avery","","",NA,"","Scarus taeniopterus","Scaridae"
"721","Princess Parrotfish","2/26/23",21,"Shallow",754,"2-3cm","Avery","","",NA,"","Scarus taeniopterus","Scaridae"
"722","Princess Parrotfish","2/24/23",15,"Shallow",936,"<2","James","","",NA,"","Scarus taeniopterus","Scaridae"
"723","Razorfish Species ","2/16/23",7,"Shallow",1477,"3-4cm","Jordan ","","",NA,"","","Labridae"
"724","Razorfish Species ","2/16/23",7,"Shallow",1478,"3-4cm","Jordan ","","",NA,"","","Labridae"
"725","Razorfish Species ","2/25/23",21,"Intermediate",618,"4-5cm","Sabrina","","",NA,"","","Labridae"
"726","Redband Parrotfish","2/18/23",11,"Intermediate",267,"2-3cm","Madi","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"727","Redband Parrotfish","2/18/23",11,"Intermediate",266,"2-3cm","Madi","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"728","Redband Parrotfish","2/18/23",11,"Intermediate",265,"2-3cm","Madi","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"729","Redband Parrotfish","2/24/23",15,"Deep",555,"3-4cm","Greg","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"730","Redband Parrotfish","2/25/23",19,"Intermediate",637,"<2","Stefanie","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"731","Redband Parrotfish","2/25/23",20,"Deep",905,"<2","Greg","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"732","Redband Parrotfish","2/18/23",11,"Intermediate",270,"4-5cm","Madi","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"733","Redband Parrotfish","2/18/23",11,"Intermediate",268,"3-4cm","Madi","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"734","Redband Parrotfish","2/12/23",1,"Intermediate",120,"2-3cm","Greg","","",NA,"124","Sparisoma aurofrenatum","Scaridae"
"735","Redband Parrotfish","2/12/23",1,"Intermediate",121,"6-10cm","Greg","","",NA,"125","Sparisoma aurofrenatum","Scaridae"
"736","Redband Parrotfish","2/25/23",19,"Intermediate",638,"2-3cm","Stefanie","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"737","Redband Parrotfish","2/26/23",22,"Intermediate",735,"3-4cm","Stefanie","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"738","Redband Parrotfish","2/25/23",20,"Deep",387,"<2","Greg","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"739","Redband Parrotfish","2/25/23",19,"Intermediate",639,"2-3cm","Stefanie","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"740","Redband Parrotfish","2/18/23",11,"Intermediate",269,"4-5cm","Madi","","",NA,"","Sparisoma aurofrenatum","Scaridae"
"741","Rosy Blenny","2/12/23",4,"Deep",30,"2-3cm","James","","Hovering Dartfish",NA,"40","Malacoctenus macropus","Labrisomidae"
"742","Rosy Blenny","2/16/23",7,"Deep",1141,"2-3cm","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"743","Rosy Blenny","2/18/23",12,"Deep",1242,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"744","Rosy Blenny","2/25/23",19,"Deep",444,"2-3cm","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"745","Rosy Blenny","2/16/23",8,"Deep",145,"4-5cm","Darian ","","",NA,"149","Malacoctenus macropus","Labrisomidae"
"746","Rosy Blenny","2/24/23",15,"Deep",511,"3-4cm","James","","",NA,"","Malacoctenus macropus","Labrisomidae"
"747","Rosy Blenny","2/24/23",15,"Deep",510,"3-4cm","James","","",NA,"","Malacoctenus macropus","Labrisomidae"
"748","Rosy Blenny","2/18/23",9,"Deep",1154,"2-3cm","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"749","Rosy Blenny","2/26/23",21,"Shallow",755,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"750","Rosy Blenny","2/18/23",11,"Deep",1182,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"751","Rosy Blenny","2/24/23",17,"Deep",1105,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"752","Rosy Blenny","2/25/23",19,"Intermediate",633,"<2","Kianna","","",NA,"","Malacoctenus macropus","Labrisomidae"
"753","Rosy Blenny","2/18/23",11,"Deep",1181,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"754","Rosy Blenny","2/24/23",17,"Deep",1104,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"755","Rosy Blenny","2/16/23",7,"Intermediate",221,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"756","Rosy Blenny","2/25/23",19,"Deep",441,"<2","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"757","Rosy Blenny","2/25/23",19,"Deep",440,"<2","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"758","Rosy Blenny","2/25/23",19,"Deep",439,"<2","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"759","Rosy Blenny","2/18/23",9,"Deep",1155,"2-3cm","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"760","Rosy Blenny","2/24/23",17,"Deep",1103,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"761","Rosy Blenny","2/18/23",12,"Deep",1241,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"762","Rosy Blenny","2/16/23",7,"Deep",1140,"2-3cm","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"763","Rosy Blenny","2/16/23",5,"Intermediate",203,"2-3cm","Sabrina","cant read the note in this column","",NA,"","Malacoctenus macropus","Labrisomidae"
"764","Rosy Blenny","2/25/23",21,"Intermediate",600,"6-10cm","Karl","","",NA,"","Malacoctenus macropus","Labrisomidae"
"765","Rosy Blenny","2/18/23",11,"Deep",1180,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"766","Rosy Blenny","2/25/23",19,"Deep",442,"2-3cm","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"767","Rosy Blenny","2/25/23",19,"Intermediate",632,"<2","Kianna","","",NA,"","Malacoctenus macropus","Labrisomidae"
"768","Rosy Blenny","2/12/23",2,"Shallow",71,"<2","Kianna","","White Grunt",NA,"75","Malacoctenus macropus","Labrisomidae"
"769","Rosy Blenny","2/18/23",11,"Deep",1185,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"770","Rosy Blenny","2/18/23",9,"Deep",1153,"2-3cm","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"771","Rosy Blenny","2/18/23",12,"Deep",1243,"2-3cm","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"772","Rosy Blenny","2/25/23",19,"Deep",443,"2-3cm","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"773","Rosy Blenny","2/18/23",11,"Shallow",1382,"3-4cm","Natalie","","",NA,"","Malacoctenus macropus","Labrisomidae"
"774","Rosy Blenny","2/16/23",5,"Deep",322,"2-3cm","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"775","Rosy Blenny","2/25/23",19,"Deep",445,"2-3cm","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"776","Rosy Blenny","2/25/23",21,"Intermediate",601,"6-10cm","Karl","","",NA,"","Malacoctenus macropus","Labrisomidae"
"777","Rosy Blenny","2/18/23",12,"Deep",1239,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"778","Rosy Blenny","2/18/23",12,"Deep",1238,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"779","Rosy Blenny","2/24/23",16,"Deep",952,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"780","Rosy Blenny","2/18/23",9,"Shallow",1488,"<2","Stef","","",NA,"","Malacoctenus macropus","Labrisomidae"
"781","Rosy Blenny","2/16/23",5,"Deep",355,"4-5cm","James","","",NA,"","Malacoctenus macropus","Labrisomidae"
"782","Rosy Blenny","2/18/23",11,"Deep",1183,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"783","Rosy Blenny","2/18/23",12,"Deep",1240,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"784","Rosy Blenny","2/25/23",19,"Deep",446,"3-4cm","Darian","","",NA,"","Malacoctenus macropus","Labrisomidae"
"785","Rosy Blenny","2/12/23",4,"Deep",110,"4-5cm","Darian ","","",NA,"114","Malacoctenus macropus","Labrisomidae"
"786","Rosy Blenny","2/24/23",16,"Deep",951,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"787","Rosy Blenny","2/18/23",11,"Deep",1184,"<2","Avery","","",NA,"","Malacoctenus macropus","Labrisomidae"
"788","Green Razorfish","2/22/23",14,"Shallow",462,"4-5cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"789","Green Razorfish","2/24/23",16,"Intermediate",991,"3-4cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"790","Green Razorfish","2/24/23",16,"Shallow",1078,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"791","Green Razorfish","2/24/23",16,"Shallow",1077,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"792","Green Razorfish","2/24/23",16,"Shallow",1081,"6-10cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"793","Green Razorfish","2/24/23",16,"Shallow",1073,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"794","Green Razorfish","2/24/23",16,"Shallow",1080,"6-10cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"795","Green Razorfish","2/22/23",14,"Shallow",460,"11-15cm","James","","",NA,"","Xyrichtys martinicensis","Labridae"
"796","Green Razorfish","2/25/23",18,"Shallow",368,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"797","Green Razorfish","2/22/23",14,"Shallow",459,"11-15cm","James","","",NA,"","Xyrichtys martinicensis","Labridae"
"798","Green Razorfish","2/18/23",9,"Intermediate",254,"3-4cm","Sabrina","","",NA,"","Xyrichtys martinicensis","Labridae"
"799","Green Razorfish","2/24/23",16,"Shallow",1076,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"800","Green Razorfish","2/24/23",16,"Intermediate",992,"3-4cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"801","Green Razorfish","2/24/23",16,"Shallow",1079,"6-10cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"802","Green Razorfish","2/22/23",14,"Shallow",457,"6-10cm","James","","",NA,"","Xyrichtys martinicensis","Labridae"
"803","Green Razorfish","2/24/23",16,"Intermediate",990,"2-3cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"804","Green Razorfish","2/24/23",16,"Shallow",1074,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"805","Green Razorfish","2/24/23",16,"Intermediate",1027,"11-15cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"806","Green Razorfish","2/25/23",20,"Intermediate",589,"3-4cm","Sabrina","","",NA,"","Xyrichtys martinicensis","Labridae"
"807","Green Razorfish","2/25/23",20,"Intermediate",590,"3-4cm","Sabrina","","",NA,"","Xyrichtys martinicensis","Labridae"
"808","Green Razorfish","2/25/23",20,"Intermediate",591,"4-5cm","Sabrina","","",NA,"","Xyrichtys martinicensis","Labridae"
"809","Green Razorfish","2/24/23",16,"Shallow",1098,"3-4cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"810","Green Razorfish","2/25/23",20,"Intermediate",565,"3-4cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"811","Green Razorfish","2/24/23",16,"Deep",975,"3-4cm","James","","",NA,"","Xyrichtys martinicensis","Labridae"
"812","Green Razorfish","2/24/23",16,"Intermediate",1001,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"813","Green Razorfish","2/24/23",16,"Shallow",1099,"3-4cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"814","Green Razorfish","2/24/23",16,"Shallow",1075,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"815","Green Razorfish","2/22/23",14,"Shallow",463,"4-5cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"816","Green Razorfish","2/24/23",16,"Intermediate",1024,"11-15cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"817","Green Razorfish","2/22/23",14,"Shallow",465,"4-5cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"818","Green Razorfish","2/22/23",14,"Shallow",466,"4-5cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"819","Green Razorfish","2/25/23",18,"Shallow",367,"3-4cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"820","Green Razorfish","2/24/23",16,"Shallow",1069,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"821","Green Razorfish","2/24/23",16,"Shallow",1068,"3-4cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"822","Green Razorfish","2/24/23",16,"Shallow",1066,"3-4cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"823","Green Razorfish","2/24/23",16,"Shallow",1070,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"824","Green Razorfish","2/24/23",16,"Shallow",1072,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"825","Green Razorfish","2/16/23",5,"Shallow",316,"3-4cm","Jordan","","",NA,"","Xyrichtys martinicensis","Labridae"
"826","Green Razorfish","2/16/23",5,"Shallow",315,"3-4cm","Jordan","","",NA,"","Xyrichtys martinicensis","Labridae"
"827","Green Razorfish","2/24/23",16,"Intermediate",1021,"4-5cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"828","Green Razorfish","2/24/23",16,"Intermediate",1019,"3-4cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"829","Green Razorfish","2/22/23",14,"Shallow",464,"4-5cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"830","Green Razorfish","2/24/23",16,"Shallow",1102,"4-5cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"831","Green Razorfish","2/24/23",16,"Intermediate",1026,"11-15cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"832","Green Razorfish","2/18/23",9,"Intermediate",248,"2-3cm","Jordan","","",NA,"","Xyrichtys martinicensis","Labridae"
"833","Green Razorfish","2/25/23",18,"Shallow",366,"3-4cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"834","Green Razorfish","2/24/23",16,"Shallow",1065,"2-3cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"835","Green Razorfish","2/22/23",14,"Shallow",470,"6-10cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"836","Green Razorfish","2/22/23",14,"Shallow",471,"6-10cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"837","Green Razorfish","2/16/23",5,"Shallow",314,"3-4cm","Jordan","","",NA,"","Xyrichtys martinicensis","Labridae"
"838","Green Razorfish","2/24/23",16,"Shallow",1071,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"839","Green Razorfish","2/24/23",16,"Intermediate",1028,"16-20cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"840","Green Razorfish","2/22/23",14,"Shallow",458,"11-15cm","James","","",NA,"","Xyrichtys martinicensis","Labridae"
"841","Green Razorfish","2/24/23",16,"Shallow",1100,"4-5cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"842","Green Razorfish","2/24/23",16,"Intermediate",993,"3-4cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"843","Green Razorfish","2/24/23",16,"Intermediate",994,"3-4cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"844","Green Razorfish","2/24/23",16,"Intermediate",995,"3-4cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"845","Green Razorfish","2/24/23",16,"Intermediate",996,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"846","Green Razorfish","2/22/23",14,"Shallow",467,"4-5cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"847","Green Razorfish","2/25/23",20,"Intermediate",592,"4-5cm","Sabrina","","",NA,"","Xyrichtys martinicensis","Labridae"
"848","Green Razorfish","2/16/23",5,"Shallow",313,"3-4cm","Jordan","","",NA,"","Xyrichtys martinicensis","Labridae"
"849","Green Razorfish","2/22/23",14,"Shallow",468,"6-10cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"850","Green Razorfish","2/24/23",16,"Shallow",1067,"3-4cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"851","Green Razorfish","2/22/23",14,"Shallow",472,"6-10cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"852","Green Razorfish","2/24/23",16,"Intermediate",1000,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"853","Green Razorfish","2/16/23",6,"Shallow",321,"2-3cm","Jordan","","",NA,"","Xyrichtys martinicensis","Labridae"
"854","Green Razorfish","2/22/23",14,"Shallow",476,"11-15cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"855","Green Razorfish","2/24/23",16,"Intermediate",1023,"11-15cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"856","Green Razorfish","2/24/23",16,"Intermediate",1025,"11-15cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"857","Green Razorfish","2/24/23",16,"Intermediate",997,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"858","Green Razorfish","2/24/23",16,"Intermediate",1017,"3-4cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"859","Green Razorfish","2/18/23",9,"Intermediate",247,"2-3cm","Jordan","","",NA,"","Xyrichtys martinicensis","Labridae"
"860","Green Razorfish","2/24/23",16,"Shallow",1064,"2-3cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"861","Green Razorfish","2/24/23",16,"Intermediate",1020,"4-5cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"862","Green Razorfish","2/24/23",16,"Intermediate",1022,"6-10cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"863","Green Razorfish","2/22/23",14,"Shallow",469,"6-10cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"864","Green Razorfish","2/24/23",16,"Intermediate",999,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"865","Green Razorfish","2/18/23",11,"Deep",1214,"<2","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"866","Green Razorfish","2/12/23",3,"Intermediate",130,"3-4cm","Greg","","",NA,"134","Xyrichtys martinicensis","Labridae"
